abas	puses	ir	0.300000
var	jau	būt	0.351351
var	jau	teikt	0.108108
var	jau	arī	0.081081
var	just	ka	0.600000
var	kaut	ko	0.400000
var	kaut	kā	0.300000
var	kļūt	par	0.774194
var	liecināt	par	0.571429
var	likt	arī	0.307692
var	ne	tikai	1.000000
var	nodarboties	ar	0.750000
var	nopirkt	arī	0.166667
var	nopirkt	par	0.166667
var	nosaukt	par	0.625000
var	notikt	tikai	0.157895
var	padarīt	aci	0.428571
var	pagatavot	arī	1.000000
var	palikt	bez	0.428571
var	paņemt	līdzi	0.375000
var	prasīt	lai	0.428571
var	prasīt	no	0.428571
var	radīt	problēmas	0.250000
var	redzēt	ka	0.258065
var	runāt	par	0.272727
var	runāt	tikai	0.181818
var	runāt	ar	0.136364
var	sacīt	ka	0.833333
var	sagaidīt	ka	0.375000
var	saprast	ka	0.333333
var	sasniegt	pat	0.200000
var	saukt	par	0.375000
var	skatīties	kā	0.333333
var	teikt	ka	0.684211
var	tikai	ar	0.200000
var	tikai	tad	0.150000
var	tikt	piemērots	0.235294
var	tikt	pie	0.176471
var	vai	nevar	0.750000
var	vēl	vairāk	0.428571
var	ņemt	līdzi	0.375000
varam	būt	droši	0.600000
varam	iet	uz	1.000000
varam	runāt	par	0.800000
varam	teikt	ka	0.666667
vasaras	laiku	un	0.500000
veca	sieviete	no	0.428571
vecu	vīrieti	kurš	0.666667
vecuma	grupā	no	0.266667
vecākiem	un	bērniem	0.235294
vecākiem	un	viņu	0.176471
vien	dara	kā	1.000000
vien	dažas	dienas	0.500000
vien	ir	ka	0.078947
vien	ir	un	0.078947
vien	tas	ir	0.210526
vien	tas	būs	0.157895
vien	tāpēc	ka	1.000000
vien	šķiet	ka	1.000000
vienas	dienas	laikā	0.800000
vienas	puses	ir	0.216216
vienas	rokas	pirkstiem	0.800000
vienas	un	tās	1.000000
vienas	vietas	uz	0.625000
vienlaikus	ir	arī	0.571429
vienlaikus	ir	gan	0.214286
viens	bez	otra	0.833333
viens	gadus	vecs	1.000000
viens	no	tiem	0.202454
viens	no	viņiem	0.110429
viens	no	maniem	0.036810
viens	no	labākajiem	0.036810
viens	no	mūsu	0.024540
viens	no	mērķiem	0.024540
viens	no	šiem	0.024540
viens	no	vecākiem	0.018405
viens	no	vīriešiem	0.018405
viens	no	jautājumiem	0.018405
viens	no	pieciem	0.018405
viens	otram	un	0.187500
viens	pie	otra	0.750000
viens	pret	vienu	0.857143
viens	pēc	otra	1.000000
viens	un	tas	0.666667
viens	vai	otrs	0.600000
vienīgais	par	ko	1.000000
vienīgais	risinājums	ir	0.600000
vienīgais	veids	kā	1.000000
vieta	nav	zināma	1.000000
visiem	bērniem	ir	0.600000
visiem	būs	labāk	0.600000
visiem	ir	zināms	0.100000
visiem	kas	to	0.166667
viss	atkarīgs	no	0.777778
viss	bija	ļoti	0.120000
viss	būs	labi	0.290323
viss	būs	kārtībā	0.258065
viss	būs	atkarīgs	0.129032
viss	būs	pa	0.096774
viss	esot	kārtībā	0.272727
viss	iet	uz	0.600000
viss	ir	kārtībā	0.152439
viss	ir	atkarīgs	0.054878
viss	ir	slikti	0.036585
viss	ir	tik	0.036585
viss	ir	ļoti	0.036585
viss	ir	labi	0.024390
viss	ir	skaidrs	0.024390
viss	ir	iespējams	0.024390
viss	ir	kā	0.024390
viss	ir	ok	0.024390
viss	ir	tikai	0.024390
viss	ir	daudz	0.024390
viss	ir	normāli	0.018293
viss	ir	par	0.018293
viss	ir	vienalga	0.018293
viss	ir	citādi	0.018293
viss	izdosies	labi	0.750000
viss	jau	ir	0.347826
viss	jau	būtu	0.173913
viss	jau	reiz	0.130435
viss	kas	ar	0.100000
viss	kas	ir	0.100000
viss	kas	saistīts	0.100000
viss	kas	notiek	0.100000
viss	kārtībā	bet	0.333333
viss	maksā	naudu	0.750000
viss	nav	tik	0.500000
viss	nāk	no	0.600000
viss	pārējais	ir	0.571429
viss	tiek	darīts	0.600000
visām	no	tā	1.000000
viņu	vidū	arī	0.470588
viņu	vidū	bija	0.176471
viņu	vidū	ir	0.176471
viņu	ģimenes	locekļi	1.000000
viņus	interesē	tikai	0.428571
viņš	apgalvo	ka	1.000000
viņš	ar	to	0.187500
viņš	arī	norāda	0.162162
viņš	arī	piebilst	0.081081
viņš	arī	uzskata	0.081081
viņš	atgādina	ka	0.666667
viņš	atklāj	ka	0.857143
viņš	cer	ka	0.555556
viņš	domā	ka	0.800000
viņš	gan	neesot	0.200000
viņš	ir	gatavs	0.090909
viņš	ir	pārliecināts	0.060606
viņš	ir	arī	0.050505
viņš	ir	ļoti	0.030303
viņš	ir	viens	0.030303
viņš	ir	bijis	0.030303
viņš	it	kā	1.000000
viņš	jau	ir	0.181818
viņš	jau	bija	0.090909
viņš	kopā	ar	1.000000
viņš	nav	bijis	0.120000
viņš	nekad	nav	0.750000
viņš	norāda	ka	0.933333
viņš	par	to	0.500000
viņš	pastāstīja	ka	1.000000
viņš	pats	un	0.125000
viņš	pats	to	0.125000
viņš	piebilst	ka	0.818182
viņš	sacīja	ka	0.636364
viņš	saka	ka	0.500000
viņš	sapratis	ka	1.000000
viņš	stāsta	ka	1.000000
viņš	teic	ka	0.750000
viņš	teica	ka	0.500000
viņš	to	arī	0.120000
viņš	to	darīs	0.120000
viņš	un	viņa	0.600000
viņš	uzskata	ka	0.807692
viņš	varētu	būt	0.333333
vārds	ietekmē	tavu	1.000000
vārds	jau	rakstīja	0.833333
vārds	uzzināja	ka	0.857143
vēlas	iepazīties	ar	1.000000
vēlas	kaut	ko	0.800000
vēlas	lai	viņu	0.333333
vēlas	nodarboties	ar	1.000000
vērtība	kopš	šā	0.833333
vērtība	un	ka	0.300000
vērā	arī	to	0.250000
vērā	ceļa	zīmes	1.000000
vērā	fakts	ka	1.000000
vērā	to	ka	0.714286
vīrietim	liek	izskatīties	1.000000
ziemassvētku	un	jaunā	1.000000
zina	kas	ir	0.500000
zina	ko	dara	0.187500
zina	ko	vēlas	0.187500
zina	teikt	ka	1.000000
zinu	ka	daudzi	0.042857
zinu	ka	es	0.042857
zinu	ka	daudziem	0.042857
zinu	ka	arī	0.042857
zinu	ka	man	0.042857
zinu	ko	saku	0.363636
zinu	ko	runāju	0.272727
zēniem	un	meitenēm	0.909091
zēns	gadu	vecumā	0.800000
četrus	gadus	vecais	0.142857
ēkas	otrajā	stāvā	1.000000
ēkas	pirmajā	stāvā	1.000000
īpaša	ar	to	1.000000
īpaša	uzmanība	jo	0.375000
ņem	līdzi	arī	0.500000
ņem	vērā	ka	0.454545
ņemt	vērā	to	0.250000
šajā	gadā	ir	0.250000
šajā	gadījumā	ir	0.149254
šajā	gadījumā	nav	0.044776
šajā	jomā	ir	0.118644
šajā	jomā	jau	0.050847
šajā	jomā	bet	0.050847
šajā	jomā	kas	0.050847
šajā	laikā	kad	0.076923
šajā	laikā	ir	0.076923
šajā	mācību	gadā	1.000000
šajā	nedēļas	nogalē	1.000000
šajā	pašā	dienā	0.562500
šajā	pašā	laikā	0.250000
šajā	situācijā	ir	0.187500
šajā	vakarā	bija	0.571429
šajā	vecuma	grupā	1.000000
šajā	ziņā	ir	0.222222
šajā	ziņā	daudz	0.083333
šis	cilvēks	ir	0.750000
šis	darbs	ir	0.166667
šis	gads	ir	0.176471
šis	ir	pirmais	0.111111
šis	ir	ļoti	0.074074
šis	ir	vienīgais	0.061728
šis	ir	pēdējais	0.049383
šis	ir	īstais	0.049383
šis	ir	labs	0.037037
šis	ir	tas	0.037037
šis	ir	jau	0.037037
šis	ir	viens	0.037037
šis	jau	ir	0.800000
šis	jautājums	ir	0.250000
šis	jautājums	tika	0.107143
šis	jautājums	tiks	0.107143
šis	nav	vienīgais	0.187500
šis	pasākums	ir	0.333333
šis	process	ir	0.200000
šis	sporta	veids	1.000000
šis	uzdevums	ir	1.000000
šis	varētu	būt	1.000000
šodien	ir	dzimšanas	0.242424
šodien	ir	jāizdara	0.090909
šodien	no	pulksten	0.600000
šodien	pēc	tikšanās	0.444444
šodien	un	rīt	0.307692
šādā	situācijā	ir	0.461538
šādā	veidā	ir	0.230769
šķiet	ka	tas	0.067227
šķiet	ka	ar	0.050420
šķiet	ka	ir	0.042017
šķiet	ka	tā	0.033613
šķiet	ka	viņš	0.025210
šķiet	ka	viņa	0.025210
šķiet	ka	nav	0.025210
šķiet	ka	te	0.025210
šķiet	ka	raksta	0.025210
