adam	price	0.500000
gælder	blandt	0.072072
gælder	i	0.054054
gælder	både	0.048048
gælder	om	0.042042
gælder	de	0.036036
gælder	ikke	0.024024
gælder	den	0.018018
gælder	dog	0.015015
gælder	på	0.015015
gælder	fra	0.015015
gælder	især	0.015015
gælder	uanset	0.012012
gælder	kun	0.012012
gælder	til	0.012012
gælder	frem	0.009009
gælder	alle	0.009009
gælder	særligt	0.009009
gæster	til	0.093168
gæster	og	0.080745
gæster	på	0.068323
gæster	der	0.062112
gæster	er	0.049689
gæster	har	0.043478
gæster	i	0.037267
gæster	som	0.031056
gæster	fra	0.024845
gæster	vil	0.018634
gæster	om	0.018634
gæster	end	0.018634
gæster	ind	0.018634
gæster	skal	0.018634
gæt	er	0.666667
gør	det	0.221786
gør	at	0.098135
gør	man	0.036310
gør	de	0.033366
gør	vi	0.032385
gør	sig	0.031403
gør	en	0.028459
gør	i	0.025515
gør	jeg	0.022571
gør	noget	0.022571
gør	den	0.016683
gør	han	0.016683
gør	alt	0.015702
gør	ondt	0.014720
gør	ikke	0.013739
gør	siger	0.012758
gør	mig	0.011776
gør	klar	0.010795
gør	ham	0.009814
gør	opmærksom	0.008832
gør	også	0.008832
gør	dem	0.007851
gør	når	0.007851
gør	hun	0.007851
gør	os	0.007851
gør	meget	0.006869
gør	hende	0.006869
gør	for	0.006869
gør	nu	0.005888
gør	så	0.005888
gør	som	0.005888
gør	du	0.005888
gør	med	0.004907
gør	hvad	0.004907
gør	og	0.004907
gør	på	0.004907
gør	til	0.004907
gør	vores	0.004907
gør	et	0.004907
gør	op	0.003925
gøres	noget	0.232877
gøres	for	0.095890
gøres	til	0.054795
gøres	mere	0.054795
gøres	klar	0.041096
gøres	bedre	0.041096
gøres	permanent	0.041096
had	til	0.285714
had	og	0.285714
halsen	og	0.258065
halsen	på	0.161290
halvvejs	gennem	0.176471
ham	og	0.071429
ham	at	0.067288
ham	til	0.065217
ham	i	0.064182
ham	på	0.035197
ham	er	0.032091
ham	selv	0.030021
ham	med	0.028986
ham	som	0.027950
ham	der	0.024845
ham	for	0.023810
ham	en	0.021739
ham	men	0.020704
ham	om	0.018634
ham	fra	0.015528
ham	siger	0.014493
ham	ud	0.013458
ham	har	0.012422
ham	ikke	0.012422
ham	så	0.012422
ham	da	0.008282
ham	var	0.008282
ham	også	0.007246
ham	ned	0.007246
ham	fortæller	0.006211
ham	tilbage	0.006211
ham	lyder	0.006211
ham	op	0.006211
ham	ved	0.005176
ham	væk	0.005176
ham	et	0.005176
ham	hjem	0.005176
ham	hvor	0.005176
ham	ret	0.004141
ham	dog	0.004141
ham	nu	0.004141
ham	efter	0.004141
ham	hvis	0.004141
ham	den	0.004141
ham	lidt	0.004141
hammer	bakker	0.333333
hammer	og	0.142857
handlede	om	0.641975
handlede	det	0.111111
handlede	i	0.037037
handling	siger	0.109091
handling	bag	0.109091
handling	der	0.109091
handling	som	0.090909
handling	og	0.072727
handling	i	0.054545
handling	fra	0.054545
handling	hvis	0.054545
hang	sammen	0.130435
hang	til	0.130435
hansen	der	0.123418
hansen	og	0.091772
hansen	fra	0.075949
hansen	er	0.069620
hansen	har	0.053797
hansen	i	0.044304
hansen	som	0.037975
hansen	at	0.028481
hansen	til	0.025316
hansen	s	0.018987
hansen	på	0.015823
hansen	mener	0.012658
hansen	vil	0.012658
hansen	havde	0.009494
hansen	fik	0.009494
haven	på	0.103448
havn	i	0.117647
havn	og	0.094118
havn	har	0.070588
havn	til	0.058824
havn	hvor	0.058824
havn	for	0.047059
havn	er	0.047059
havnede	i	0.375000
havnen	i	0.471429
havnen	og	0.057143
havnen	hvor	0.042857
havnen	har	0.042857
heldige	at	0.214286
heldigt	at	0.500000
helikopter	til	0.200000
helikopter	i	0.150000
helikopter	og	0.150000
helst	ikke	0.137255
helst	at	0.058824
helst	vil	0.049020
helst	ville	0.029412
helst	skal	0.029412
hen	over	0.389892
hen	til	0.115523
hen	og	0.093863
hen	ad	0.075812
hen	i	0.046931
hen	mod	0.046931
hen	imod	0.021661
hen	på	0.021661
hen	siger	0.014440
hen	for	0.010830
hen	hvor	0.010830
hende	og	0.094253
hende	til	0.075862
hende	at	0.059770
hende	i	0.057471
hende	på	0.048276
hende	for	0.041379
hende	med	0.027586
hende	en	0.027586
hende	der	0.025287
hende	er	0.020690
hende	om	0.018391
hende	ikke	0.016092
hende	selv	0.016092
hende	ud	0.013793
hende	som	0.013793
hende	har	0.013793
hende	op	0.011494
hende	ned	0.009195
hende	fra	0.009195
hende	står	0.009195
hende	men	0.006897
hende	blive	0.006897
hende	et	0.006897
hende	ihjel	0.006897
hende	derfor	0.006897
hende	under	0.006897
hende	siden	0.006897
hende	ind	0.006897
hende	siger	0.006897
hende	var	0.006897
hende	stadig	0.006897
hende	da	0.006897
hensyn	til	0.811321
hensyn	at	0.037736
hensyn	der	0.037736
himlen	over	0.146341
himlen	men	0.121951
himlen	og	0.121951
himlen	i	0.097561
hinanden	og	0.154982
hinanden	i	0.143911
hinanden	for	0.081181
hinanden	på	0.066421
hinanden	siger	0.051661
hinanden	med	0.029520
hinanden	men	0.025830
hinanden	om	0.022140
hinanden	som	0.022140
hinanden	til	0.018450
hinanden	at	0.014760
hinanden	så	0.014760
hinanden	siden	0.014760
hinanden	var	0.011070
hinanden	da	0.011070
hinanden	igen	0.011070
hinanden	er	0.011070
hive	en	0.096774
hjerte	og	0.195122
hjerte	er	0.073171
hjælper	med	0.131148
hjælper	til	0.073770
hjælper	de	0.049180
hjælper	os	0.040984
hjælper	det	0.040984
hjælper	ikke	0.032787
hjælper	en	0.032787
hjælper	også	0.032787
hjælper	i	0.032787
hjælper	dem	0.032787
hjælper	børn	0.024590
hjælper	jo	0.024590
hjælper	når	0.024590
hjælper	ham	0.024590
hjørne	af	0.322581
hjørne	til	0.161290
hjørne	på	0.096774
hjørne	og	0.096774
hold	i	0.149333
hold	der	0.074667
hold	og	0.069333
hold	som	0.045333
hold	af	0.045333
hold	har	0.037333
hold	med	0.029333
hold	fra	0.029333
hold	at	0.024000
hold	er	0.021333
hold	var	0.018667
hold	på	0.018667
hold	ved	0.016000
hold	til	0.016000
hold	nu	0.013333
hold	havde	0.010667
hold	da	0.010667
hold	op	0.010667
hold	går	0.010667
hold	kæft	0.010667
hold	når	0.008000
hold	siger	0.008000
hold	for	0.008000
hold	hvor	0.008000
hold	spiller	0.008000
holde	sig	0.090147
holde	øje	0.081761
holde	fast	0.056604
holde	en	0.041929
holde	til	0.031447
holde	et	0.029350
holde	styr	0.027254
holde	åbent	0.020964
holde	op	0.018868
holde	på	0.018868
holde	igen	0.018868
holde	den	0.016771
holde	liv	0.014675
holde	ferie	0.014675
holde	lukket	0.014675
holde	fri	0.014675
holde	varmen	0.014675
holde	hånden	0.012579
holde	jul	0.010482
holde	afstand	0.010482
holde	sin	0.010482
holde	stik	0.010482
holde	ud	0.010482
holde	os	0.010482
holde	folk	0.008386
holde	tilbage	0.008386
holde	tale	0.008386
holde	med	0.008386
holde	ham	0.008386
holde	gang	0.008386
holde	dem	0.008386
holde	af	0.008386
holde	sine	0.008386
holde	for	0.008386
holde	de	0.008386
holde	i	0.008386
holde	mig	0.008386
holde	prisen	0.006289
holde	så	0.006289
holde	rusland	0.006289
holdning	til	0.387097
holdning	er	0.080645
holdning	som	0.080645
holdning	deler	0.048387
hop	på	0.333333
hospitaler	og	0.306122
hospitaler	i	0.163265
hospitaler	til	0.081633
hospitaler	er	0.061224
hospitaler	der	0.061224
hotel	i	0.304348
hotel	og	0.217391
hotellet	hvor	0.103448
hovedet	på	0.196581
hovedet	og	0.162393
hovedet	med	0.059829
hovedet	koldt	0.051282
hovedet	er	0.034188
hovedet	i	0.025641
hovedet	af	0.025641
hovedet	når	0.025641
hovedet	siger	0.025641
hovedet	som	0.025641
hovedet	over	0.025641
hovedet	da	0.025641
hovedet	ind	0.025641
hovedpine	og	0.315789
hovedpine	for	0.210526
hullet	i	0.214286
hullet	blev	0.214286
hundrede	år	0.205882
hundrede	tusinde	0.088235
hundrede	kroner	0.073529
hundrede	millioner	0.058824
hundrede	procent	0.058824
hundrede	meter	0.044118
hus	i	0.203620
hus	og	0.113122
hus	på	0.067873
hus	med	0.036199
hus	som	0.036199
hus	for	0.031674
hus	der	0.031674
hus	til	0.027149
hus	er	0.027149
hus	hvor	0.022624
hus	eller	0.018100
hus	siger	0.018100
hus	nancy	0.018100
hus	så	0.013575
hus	efter	0.013575
hus	har	0.013575
huse	og	0.150538
huse	i	0.096774
huse	med	0.064516
huse	til	0.053763
huse	de	0.032258
huse	op	0.032258
huse	en	0.032258
huse	der	0.032258
huse	flygtninge	0.032258
huse	som	0.032258
huslejen	op	0.500000
hustru	og	0.130435
hvem	der	0.435013
hvem	han	0.055703
hvem	er	0.045093
hvem	de	0.045093
hvem	skal	0.031830
hvem	har	0.029178
hvem	hun	0.023873
hvem	ved	0.023873
hvem	det	0.021220
hvem	vil	0.018568
hvem	man	0.015915
hvem	af	0.015915
hvem	kan	0.015915
hvem	vi	0.015915
hvem	i	0.013263
hvem	som	0.013263
hvem	jeg	0.013263
hvem	du	0.010610
hvem	bliver	0.010610
hvem	skulle	0.007958
hverken	er	0.042105
hverken	har	0.036842
hverken	i	0.036842
hverken	kan	0.026316
hverken	eller	0.026316
hverken	en	0.021053
hverken	de	0.021053
hverken	at	0.015789
hverken	havde	0.015789
hverken	den	0.015789
hverken	be	0.015789
hvid	jul	0.097561
hvid	i	0.073171
hvorfra	han	0.285714
hvorfra	der	0.214286
hygger	sig	0.875000
håndtere	det	0.174603
håndtere	de	0.095238
håndtere	en	0.095238
håndtere	den	0.079365
håndtere	deres	0.063492
håndtere	og	0.047619
håndterer	dine	0.200000
håndterer	det	0.200000
hårdere	end	0.193548
hårdere	og	0.161290
hårdere	ramt	0.129032
hælene	på	0.363636
hæve	det	0.090909
hæve	prisen	0.090909
hæve	for	0.090909
hæve	stemmen	0.068182
højest	på	0.210526
hør	hvad	0.121212
hør	i	0.090909
hør	her	0.090909
i	en	0.059101
i	den	0.046472
i	dag	0.037168
i	det	0.031386
i	et	0.025357
i	danmark	0.023372
i	de	0.021685
i	år	0.019824
i	stedet	0.015606
i	gang	0.014788
i	løbet	0.013224
i	at	0.012406
i	forbindelse	0.012158
i	alt	0.010495
i	københavn	0.010421
i	sidste	0.010272
i	forhold	0.010049
i	denne	0.009949
i	sin	0.009205
i	og	0.008237
i	hvert	0.006898
i	landet	0.006550
i	sagen	0.006377
i	første	0.006352
i	går	0.006178
i	øjeblikket	0.005955
i	byen	0.005855
i	deres	0.005657
i	flere	0.005583
i	europa	0.005384
i	dansk	0.005161
i	området	0.004962
i	usa	0.004813
i	verden	0.004640
i	mange	0.004640
i	hele	0.004540
i	vores	0.004416
i	forvejen	0.004367
i	fremtiden	0.004268
i	rusland	0.004144
ida	marie	0.466667
idé	at	0.386364
idé	om	0.193182
idé	til	0.090909
idé	som	0.045455
idé	hvis	0.034091
idé	i	0.034091
ifølge	politiet	0.070698
ifølge	den	0.057922
ifølge	det	0.051959
ifølge	ham	0.047700
ifølge	en	0.040886
ifølge	de	0.028109
ifølge	tv	0.022998
ifølge	hende	0.022998
ifølge	avisen	0.022998
ifølge	flere	0.019591
ifølge	dr	0.015332
ifølge	politiets	0.014480
ifølge	lars	0.013629
ifølge	the	0.011925
ifølge	rapporten	0.011925
ifølge	ekstra	0.010221
ifølge	dem	0.010221
ifølge	henrik	0.010221
ifølge	dansk	0.009370
ifølge	søren	0.009370
ifølge	undersøgelsen	0.008518
ifølge	fn	0.008518
ifølge	tal	0.008518
ifølge	new	0.008518
ifølge	christian	0.007666
ifølge	peter	0.007666
ifølge	thomas	0.007666
ifølge	direktør	0.007666
ifølge	jens	0.006814
ifølge	anklageren	0.006814
ifølge	selskabet	0.006814
ifølge	per	0.006814
ifølge	danske	0.005963
ifølge	s	0.005963
ifølge	anklagerne	0.005963
ifølge	hans	0.005963
ifølge	direktøren	0.005963
ifølge	anders	0.005963
ifølge	præsident	0.005111
ifølge	et	0.005111
ihjel	og	0.148148
ihjel	med	0.111111
ihjel	i	0.111111
imponerende	og	0.157895
in	the	0.206897
in	mente	0.172414
in	i	0.103448
indbyggere	og	0.148148
indbyggere	i	0.148148
inde	i	0.552743
inde	på	0.097046
inde	for	0.063291
inde	med	0.050633
inde	til	0.042194
inde	og	0.033755
inde	over	0.025316
inde	under	0.016878
inde	bag	0.016878
inde	fra	0.016878
indeholder	en	0.132353
indeholder	et	0.088235
indeholder	også	0.073529
indeholder	de	0.044118
indeholder	det	0.044118
inden	for	0.307229
inden	han	0.084337
inden	de	0.074297
inden	den	0.042169
inden	det	0.040161
inden	længe	0.033133
inden	hun	0.023092
inden	da	0.019076
inden	man	0.019076
inden	der	0.018072
inden	vi	0.016064
inden	du	0.012048
inden	kampen	0.011044
inden	valget	0.009036
inden	en	0.009036
inden	årets	0.008032
inden	næste	0.008032
inden	at	0.008032
inden	et	0.007028
inden	finalen	0.006024
inden	jul	0.006024
inden	dagens	0.005020
inden	deres	0.005020
inden	nytår	0.005020
inden	turen	0.005020
inden	krigen	0.004016
inden	første	0.004016
inden	sin	0.004016
inden	klokken	0.004016
inden	i	0.004016
inden	mødet	0.004016
inden	afgang	0.003012
inden	arbejdet	0.003012
inden	året	0.003012
inden	sengetid	0.003012
inden	deadline	0.003012
inden	em	0.003012
inden	politiet	0.003012
inden	jeg	0.003012
inden	aftenens	0.003012
indgå	i	0.481481
indgå	en	0.296296
indgår	i	0.387755
indgår	som	0.102041
indien	og	0.147059
indien	er	0.117647
indien	men	0.088235
indien	har	0.088235
indsat	i	0.190476
indsat	som	0.190476
indse	at	0.909091
indtryk	på	0.439024
indtryk	af	0.292683
indtryk	er	0.097561
informationen	om	0.750000
ingenting	og	0.136364
insisterede	på	0.600000
inspireret	af	0.657895
inspireret	til	0.078947
instruktør	og	0.218750
instruktør	på	0.093750
intelligens	og	0.200000
internationale	samfund	0.109890
internationale	og	0.076923
internationale	film	0.065934
internationale	scene	0.043956
internationale	gennembrud	0.032967
internationale	kommentar	0.032967
internationale	navne	0.032967
iran	og	0.164384
iran	er	0.109589
iran	efter	0.068493
israel	for	0.185185
israel	og	0.185185
jagten	på	0.823529
jamen	det	0.352941
jan	e	0.250000
jan	og	0.150000
jan	hansen	0.150000
japanske	og	0.150000
jobbet	som	0.444444
jobbet	i	0.111111
jobbet	og	0.066667
jomfru	maria	1.000000
jord	hos	0.183099
jord	og	0.112676
jord	til	0.070423
jord	i	0.070423
jord	fra	0.042254
jord	skal	0.042254
jord	som	0.042254
juni	og	0.077922
juni	i	0.064935
juni	til	0.056277
juni	sidste	0.051948
juni	blev	0.043290
juni	hvor	0.030303
juni	næste	0.030303
juni	måned	0.030303
juni	kl	0.025974
juni	har	0.021645
juni	klokken	0.021645
juni	skal	0.021645
juni	efter	0.021645
juni	for	0.021645
juni	er	0.021645
juni	var	0.017316
juni	kan	0.017316
juni	om	0.017316
juni	men	0.017316
juni	på	0.017316
juni	vil	0.012987
juni	siger	0.012987
juni	som	0.012987
juni	åbnede	0.012987
juni	fra	0.012987
juni	at	0.012987
jødisk	magt	1.000000
jødiske	samfund	0.750000
k	er	0.108434
k	formand	0.060241
k	at	0.060241
k	og	0.036145
k	med	0.036145
k	h	0.036145
k	der	0.036145
k	har	0.036145
kamp	mod	0.216769
kamp	i	0.134969
kamp	for	0.077710
kamp	om	0.047035
kamp	ved	0.034765
kamp	mellem	0.032720
kamp	som	0.028630
kamp	med	0.028630
kamp	og	0.026585
kamp	der	0.026585
kamp	på	0.022495
kamp	men	0.014315
kamp	siger	0.014315
kamp	er	0.012270
kamp	nummer	0.010225
kamp	mere	0.010225
kamp	blev	0.010225
kamp	hvor	0.008180
kamp	kan	0.008180
kamp	at	0.008180
kamp	fra	0.008180
kamp	siden	0.008180
kamp	var	0.006135
kamp	de	0.006135
kamp	til	0.006135
kamp	vi	0.006135
kamp	færre	0.006135
kampagne	mod	0.166667
kampagne	for	0.166667
kampagne	i	0.125000
kan	være	0.074074
kan	man	0.055435
kan	ikke	0.041486
kan	du	0.040284
kan	blive	0.037398
kan	få	0.034873
kan	det	0.032708
kan	se	0.030664
kan	komme	0.025613
kan	vi	0.020563
kan	også	0.017316
kan	gøre	0.015753
kan	godt	0.015633
kan	de	0.014430
kan	der	0.013107
kan	give	0.011905
kan	have	0.011304
kan	gå	0.009500
kan	finde	0.009259
kan	ses	0.009139
kan	jeg	0.008899
kan	tage	0.008778
kan	i	0.007576
kan	jo	0.007576
kan	for	0.007456
kan	dog	0.007215
kan	bruge	0.006975
kan	han	0.006975
kan	den	0.006494
kan	hjælpe	0.006494
kan	bruges	0.006373
kan	nå	0.005772
kan	lade	0.005652
kan	følge	0.005411
kan	holde	0.004690
kan	hun	0.004570
kan	nu	0.004449
kan	ske	0.004209
kan	ende	0.004089
kan	lide	0.003968
kaster	sig	0.189189
kaster	med	0.081081
kastet	sig	0.204082
kastet	med	0.163265
kastet	ud	0.081633
ked	af	1.000000
keder	sig	0.800000
kendte	til	0.141026
kendte	hinanden	0.076923
kendte	og	0.051282
kendte	sange	0.038462
kig	på	0.272727
kig	ud	0.136364
kilden	til	0.500000
kim	bo	0.200000
kina	og	0.165049
kina	har	0.087379
kina	i	0.053398
kina	der	0.048544
kina	er	0.043689
kina	som	0.038835
kina	for	0.033981
kina	vil	0.029126
kina	rusland	0.019417
kina	at	0.019417
kina	lige	0.014563
kina	men	0.014563
kina	philip	0.014563
kina	kan	0.014563
kina	skal	0.014563
klage	over	0.357143
klage	til	0.142857
klager	over	0.375000
klager	fra	0.166667
klar	til	0.608011
klar	over	0.100143
klar	med	0.051502
klar	i	0.025751
klar	og	0.022890
klar	på	0.017167
klar	for	0.011445
klar	hvis	0.010014
klar	ved	0.010014
klar	plan	0.007153
klar	siger	0.007153
klar	besked	0.005722
klar	om	0.004292
klar	men	0.004292
klar	som	0.004292
klar	holdning	0.004292
klar	sejr	0.004292
klasse	på	0.144928
klasse	og	0.086957
klasse	der	0.057971
klasse	med	0.057971
klasse	er	0.043478
klasse	men	0.043478
klub	i	0.086207
klub	der	0.077586
klub	og	0.068966
klub	på	0.060345
klub	som	0.051724
klub	har	0.043103
klub	hvor	0.034483
klub	var	0.025862
klub	så	0.025862
kok	og	0.333333
kold	og	0.156250
kold	luft	0.156250
kold	vinter	0.156250
kold	krig	0.093750
kollega	og	0.138889
kollega	på	0.083333
kollega	der	0.083333
komme	til	0.124488
komme	i	0.121212
komme	med	0.093366
komme	ind	0.063882
komme	ud	0.060606
komme	på	0.060606
komme	tilbage	0.034398
komme	op	0.027027
komme	videre	0.026208
komme	fra	0.018837
komme	frem	0.017199
komme	igennem	0.016380
komme	hjem	0.016380
komme	af	0.014742
komme	og	0.013104
komme	en	0.012285
komme	efter	0.012285
komme	over	0.010647
komme	væk	0.010647
komme	sig	0.010647
komme	helt	0.009828
komme	ned	0.007371
komme	forbi	0.006552
komme	flere	0.006552
komme	tættere	0.006552
komme	så	0.005733
komme	rundt	0.005733
komme	for	0.004914
komme	direkte	0.004914
komme	lidt	0.004914
komme	et	0.004914
komme	nærmere	0.004095
komme	igen	0.004095
komme	under	0.004095
komme	hen	0.003276
komme	afsted	0.003276
komme	siger	0.003276
komme	uden	0.003276
komme	hurtigt	0.003276
komme	endnu	0.003276
kommissær	for	0.833333
kommunikation	og	0.225806
kommunikation	med	0.129032
kommunikation	på	0.096774
kone	og	0.344262
kone	der	0.065574
kone	havde	0.049180
konflikt	med	0.240000
konflikt	mellem	0.180000
konflikt	i	0.120000
konflikt	der	0.060000
konflikt	som	0.060000
konflikt	så	0.060000
kongen	af	0.437500
kongressen	i	0.125000
kongressen	den	0.125000
konkurrence	og	0.171053
konkurrence	i	0.157895
konkurrence	med	0.105263
konkurrence	om	0.065789
konkurrence	på	0.065789
konkurrence	fra	0.065789
konkurrence	som	0.052632
konkurrence	sagde	0.039474
konstant	og	0.075000
konstant	er	0.075000
konstant	at	0.075000
kontaktet	af	0.562500
kontanter	som	0.130435
kontrollere	at	0.166667
korrekt	men	0.235294
kortet	og	0.142857
kost	og	0.647059
kostet	mindst	0.238095
kostet	en	0.071429
kraftig	vind	0.292683
kraftig	regn	0.243902
kraftig	af	0.073171
kreditkort	og	0.333333
krig	i	0.309735
krig	og	0.128319
krig	mod	0.115044
krig	med	0.035398
krig	der	0.030973
krig	har	0.026549
krig	på	0.026549
krig	mellem	0.017699
krig	men	0.017699
krig	er	0.017699
krig	som	0.017699
krig	siger	0.013274
krig	så	0.013274
krig	må	0.013274
krigen	i	0.472603
krigen	og	0.036530
krigen	har	0.034247
krigen	er	0.034247
krigen	mod	0.031963
krigen	brød	0.029680
krigen	så	0.011416
krigen	startede	0.011416
krigen	på	0.011416
krigen	begyndte	0.011416
krigen	kan	0.011416
krigen	til	0.009132
krigen	men	0.009132
krigen	mellem	0.009132
krigen	der	0.009132
krigen	vil	0.009132
krigen	var	0.006849
krigen	fra	0.006849
krigen	været	0.006849
krigen	siger	0.006849
krigen	at	0.006849
krigen	skulle	0.006849
kriminel	handling	0.333333
kriminelle	miljø	0.147059
kriminelle	aktiviteter	0.088235
kriminelle	bander	0.088235
kroppen	og	0.151899
kroppen	siger	0.075949
kroppen	på	0.063291
kroppen	er	0.037975
kroppen	kan	0.037975
krudt	og	0.333333
krudt	på	0.166667
krudt	i	0.166667
krydser	grænsen	0.142857
krydser	fingre	0.142857
kul	og	0.315789
kul	olie	0.157895
kun	er	0.070059
kun	i	0.047935
kun	en	0.042035
kun	har	0.032448
kun	at	0.029499
kun	et	0.027286
kun	for	0.022124
kun	på	0.021386
kun	én	0.019912
kun	to	0.019912
kun	de	0.018437
kun	få	0.016962
kun	til	0.015487
kun	fem	0.014012
kun	procent	0.014012
kun	var	0.014012
kun	kan	0.013274
kun	tre	0.012537
kun	den	0.010324
kun	lige	0.009587
kun	godt	0.008850
kun	ét	0.008850
kun	være	0.008850
kun	blevet	0.008112
kun	om	0.008112
kun	med	0.007375
kun	år	0.006637
kun	skal	0.006637
kun	vil	0.005900
kun	været	0.005900
kun	findes	0.005900
kun	kunne	0.005162
kun	gå	0.005162
kun	må	0.005162
kun	havde	0.005162
kun	blive	0.005162
kun	bliver	0.005162
kun	blev	0.004425
kun	ganske	0.004425
kun	bruger	0.004425
kunde	i	0.166667
kunde	med	0.125000
kunder	der	0.123377
kunder	i	0.110390
kunder	som	0.077922
kunder	og	0.077922
kunder	kan	0.045455
kunder	har	0.045455
kunder	hos	0.032468
kunder	til	0.025974
kunder	for	0.025974
kunder	med	0.025974
kunder	ikke	0.025974
kunder	at	0.019481
kunder	om	0.019481
kunder	er	0.019481
kunne	være	0.055037
kunne	få	0.044310
kunne	ikke	0.034515
kunne	have	0.031716
kunne	komme	0.029384
kunne	man	0.028451
kunne	blive	0.023321
kunne	se	0.022854
kunne	de	0.018657
kunne	gøre	0.017724
kunne	tage	0.014925
kunne	gå	0.014925
kunne	finde	0.013993
kunne	bruge	0.013526
kunne	vi	0.013060
kunne	det	0.013060
kunne	han	0.012593
kunne	jeg	0.012127
kunne	godt	0.008862
kunne	køre	0.008862
kunne	fortælle	0.008862
kunne	i	0.007929
kunne	hjælpe	0.007463
kunne	følge	0.007463
kunne	lade	0.007463
kunne	dog	0.006996
kunne	fortsætte	0.006996
kunne	give	0.006996
kunne	mærke	0.006530
kunne	bruges	0.006063
kunne	nå	0.006063
kunne	den	0.005597
kunne	holde	0.005131
kunne	derfor	0.005131
kunne	klare	0.005131
kunne	sige	0.004664
kunne	jo	0.004664
kunne	levere	0.004664
kunne	sætte	0.004664
kunne	ses	0.004664
kup	i	0.375000
kvalificeret	sig	0.444444
kvalificeret	til	0.259259
kvarter	senere	0.214286
kvarter	og	0.178571
kvarter	før	0.142857
kvinden	er	0.086420
kvinden	var	0.080247
kvinden	blev	0.080247
kvinden	der	0.055556
kvinden	med	0.049383
kvinden	og	0.043210
kvinden	havde	0.043210
kvinden	i	0.030864
kvinden	har	0.024691
kvinden	som	0.024691
kvinden	på	0.018519
kvinden	bag	0.018519
kvit	og	0.857143
kæreste	og	0.188406
kæreste	med	0.072464
kæreste	i	0.072464
kæreste	eller	0.043478
kæreste	er	0.043478
kø	i	0.186813
kø	for	0.175824
kø	ved	0.120879
kø	på	0.098901
kø	til	0.043956
kø	og	0.043956
kø	foran	0.032967
køb	af	0.585366
københavn	og	0.183333
københavn	i	0.072917
københavn	er	0.062500
københavn	har	0.052083
københavn	til	0.039583
københavn	hvor	0.037500
københavn	for	0.031250
københavn	med	0.029167
københavn	der	0.016667
københavn	på	0.016667
københavn	blev	0.014583
københavn	kan	0.014583
københavn	som	0.014583
københavn	men	0.014583
københavn	da	0.012500
københavn	skal	0.012500
københavn	den	0.010417
københavn	var	0.010417
københavn	så	0.008333
københavn	fredag	0.008333
københavn	tog	0.008333
københavn	fra	0.008333
københavn	et	0.006250
københavn	vil	0.006250
københavn	får	0.006250
københavn	tirsdag	0.006250
københavn	skulle	0.006250
københavn	at	0.006250
københavn	mens	0.006250
københavn	bliver	0.006250
københavn	efter	0.006250
københavn	ville	0.006250
køber	en	0.112500
køber	ind	0.075000
køber	i	0.062500
køber	jeg	0.050000
køber	og	0.037500
køber	er	0.037500
køber	ikke	0.037500
købt	en	0.117021
købt	i	0.106383
købt	og	0.074468
købt	et	0.063830
købt	af	0.053191
købt	billet	0.042553
købt	eller	0.031915
købt	på	0.031915
købt	den	0.031915
købt	millioner	0.031915
køkken	og	0.250000
køkkenet	i	0.173913
kørende	i	0.258065
kørende	på	0.129032
kørende	med	0.096774
kører	på	0.088328
kører	for	0.056782
kører	i	0.056782
kører	med	0.047319
kører	rundt	0.037855
kører	som	0.025237
kører	de	0.022082
kører	den	0.022082
kører	en	0.022082
kører	der	0.018927
kører	over	0.015773
kører	videre	0.015773
kører	uden	0.015773
kører	forbi	0.015773
kører	ind	0.015773
kører	kilometer	0.012618
kører	gennem	0.012618
kører	efter	0.012618
kører	til	0.012618
kører	ikke	0.012618
kører	mellem	0.012618
kører	også	0.009464
kører	op	0.009464
kører	fra	0.009464
kører	er	0.009464
kører	det	0.009464
kører	vi	0.009464
kører	man	0.009464
kører	gerne	0.009464
kører	fortsat	0.009464
kørt	til	0.208122
kørt	på	0.086294
kørt	i	0.081218
kørt	ind	0.050761
kørt	med	0.040609
kørt	for	0.035533
kørt	over	0.025381
kørt	en	0.025381
kørt	af	0.020305
kørt	et	0.020305
kørt	bil	0.015228
kørt	kilometer	0.015228
kørt	siden	0.015228
kørt	ned	0.015228
lad	os	0.632184
lad	være	0.103448
lad	mig	0.057471
lad	dem	0.045977
lad	det	0.034483
lade	sig	0.498155
lade	være	0.110701
lade	som	0.033210
lade	dem	0.029520
lade	deres	0.025830
lade	det	0.018450
lade	den	0.014760
lade	de	0.011070
lade	en	0.011070
lade	livet	0.011070
lader	sig	0.175258
lader	det	0.092784
lader	til	0.072165
lader	den	0.061856
lader	os	0.041237
lader	en	0.030928
lader	han	0.030928
lader	vente	0.030928
lader	man	0.030928
ladet	sig	0.263158
lande	som	0.096579
lande	i	0.092555
lande	der	0.088531
lande	har	0.082495
lande	og	0.062374
lande	er	0.048290
lande	til	0.042254
lande	på	0.030181
lande	at	0.022133
lande	siger	0.020121
lande	en	0.018109
lande	kan	0.016097
lande	hvor	0.014085
lande	med	0.014085
lande	vil	0.012072
lande	skal	0.012072
lande	ikke	0.010060
lande	men	0.010060
lande	fra	0.008048
lande	om	0.008048
lande	for	0.008048
lande	uden	0.006036
lande	bør	0.006036
lande	ved	0.006036
lande	bliver	0.006036
lande	går	0.006036
lande	end	0.006036
lande	efter	0.006036
lande	verden	0.006036
lande	så	0.006036
landede	i	0.473684
landede	den	0.078947
lander	i	0.280000
